Year of Year Date,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Change vs. Prior Year Designation,Change vs. Prior Year,Format Value # (Billion),Format Value # (Million),Max Date,Min Date,Total Value # (Billion),Total Value # (Million),Year change text,Adjusted for Inflation Flag,Total Value For Year,Year Date,% Difference in Value (Actual),% of Total Value (Actual),Value (Actual),Value (For Charting),Year (copy)
2007,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2006,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2005,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2004,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2003,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2002,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2001,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2000,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1999,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1998,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1997,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1996,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1995,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1994,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1993,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1992,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1991,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1990,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1989,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1988,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1987,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1986,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1985,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1984,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1983,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1982,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1981,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1980,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1979,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1978,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1977,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1976,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1975,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1974,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
1973,,,Synchronization,Value,2013,,,,,2013,2013,,,,,,,,,,,
2020,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2019,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2018,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2017,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2016,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2015,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2014,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2013,,,Synchronization,Value,2012,a decrease of,-100.0%,,,2012,2012,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2012,,,Synchronization,Value,2012,,,,$190.6M,2012,2012,$7.0B,,,,$7015.7B,2012,,2.716715154%,190.597753,190.597753,2012
2011,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2010,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2009,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2008,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2007,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2006,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2005,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2004,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2003,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2002,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2001,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2000,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1999,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1998,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1997,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1996,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1995,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1994,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1993,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1992,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1991,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1990,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1989,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1988,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1987,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1986,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1985,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1984,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1983,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1982,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1981,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1980,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1979,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1978,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1977,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1976,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1975,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1974,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
1973,,,Synchronization,Value,2012,,,,,2012,2012,,,,,,,,,,,
2020,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2019,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2018,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2017,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2016,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2015,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2014,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2013,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2012,,,Synchronization,Value,2011,a decrease of,-100.0%,,,2011,2011,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2011,,,Synchronization,Value,2011,,,,$196.5M,2011,2011,$7.1B,,,,$7135.6B,2011,,2.753797859%,196.5,196.5,2011
2010,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2009,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2008,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2007,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2006,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2005,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2004,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2003,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2002,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2001,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2000,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1999,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1998,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1997,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1996,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1995,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1994,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1993,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1992,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1991,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1990,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1989,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1988,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1987,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1986,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1985,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1984,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1983,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1982,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1981,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1980,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1979,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1978,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1977,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1976,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1975,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1974,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
1973,,,Synchronization,Value,2011,,,,,2011,2011,,,,,,,,,,,
2020,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2019,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2018,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2017,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2016,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2015,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2014,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2013,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2012,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2011,,,Synchronization,Value,2010,a decrease of,-100.0%,,,2010,2010,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2010,,,Synchronization,Value,2010,,,,$188.7M,2010,2010,$7.0B,,,,$7013.8B,2010,,2.690410334%,188.7,188.7,2010
2009,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2008,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2007,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2006,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2005,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2004,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2003,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2002,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2001,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2000,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1999,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1998,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1997,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1996,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1995,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1994,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1993,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1992,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1991,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1990,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1989,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1988,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1987,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1986,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1985,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1984,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1983,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1982,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1981,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1980,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1979,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1978,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1977,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1976,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1975,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1974,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
1973,,,Synchronization,Value,2010,,,,,2010,2010,,,,,,,,,,,
2020,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2019,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2018,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2017,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2016,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2015,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2014,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2013,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2012,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2011,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2010,,,Synchronization,Value,2009,a decrease of,-100.0%,,,2009,2009,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2009,,,Synchronization,Value,2009,,,,$201.2M,2009,2009,$7.8B,,,,$7831.0B,2009,,2.569275955%,201.2,201.2,2009
2008,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2007,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2006,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2005,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2004,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2003,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2002,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2001,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2000,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1999,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1998,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1997,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1996,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1995,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1994,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1993,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1992,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1991,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1990,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1989,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1988,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1987,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1986,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1985,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1984,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1983,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1982,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1981,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1980,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1979,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1978,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1977,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1976,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1975,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1974,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
1973,,,Synchronization,Value,2009,,,,,2009,2009,,,,,,,,,,,
2020,,,Limited Tier Paid Subscription,Value,2020,,,,$723.6M,2020,2020,$12.2B,,,,$12153.4B,2020,,5.954034026%,723.614679246,723.614679246,2020
2019,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2018,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2017,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2016,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2015,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2014,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2013,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2012,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2011,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2010,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2009,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2008,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2007,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2006,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2005,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2004,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2003,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2002,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2001,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2000,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1999,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1998,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1997,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1996,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1995,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1994,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1993,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1992,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1991,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1990,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1989,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1988,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1987,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1986,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1985,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1984,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1983,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1982,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1981,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1980,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1979,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1978,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1977,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1976,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1975,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1974,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1973,,,Limited Tier Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2020,,,Limited Tier Paid Subscription,Value,2019,a decrease of,-100.0%,,,2019,2019,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2019,,,Limited Tier Paid Subscription,Value,2019,,,,$638.2M,2019,2019,$11.1B,,,,$11130.4B,2019,,5.734105796%,638.226190575,638.226190575,2019
2018,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2017,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2016,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2015,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2014,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2013,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2012,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2011,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2010,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2009,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2008,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2007,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2006,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2005,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2004,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2003,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2002,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2001,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2000,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1999,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1998,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1997,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1996,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1995,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1994,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1993,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1992,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1991,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1990,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1989,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1988,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1987,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1986,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1985,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1984,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1983,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1982,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1981,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1980,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1979,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1978,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1977,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1976,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1975,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1974,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1973,,,Limited Tier Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2020,,,Limited Tier Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2019,,,Limited Tier Paid Subscription,Value,2018,a decrease of,-100.0%,,,2018,2018,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2018,,,Limited Tier Paid Subscription,Value,2018,,,,$740.5M,2018,2018,$9.7B,,,,$9738.2B,2018,,7.604213448%,740.513270408,740.513270408,2018
2017,,,Limited Tier Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2016,,,Limited Tier Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2015,,,Limited Tier Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2014,,,Limited Tier Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
